Source,Target,Type,Weight,edge_type,layer,source_label,target_label
464,18384,Undirected,1.0,inter,FP1-F7<->T8-P8-0,FP1-F7_t464,T8-P8-0_t464
22404,27524,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t644,FT10-T8_t644
19469,23309,Undirected,1.0,inter,P8-O2<->P7-T7,P8-O2_t269,P7-T7_t269
15233,16513,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t1153,FP2-F8_t1153
3292,16092,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t732,FP2-F8_t732
16667,23067,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t27,P7-T7_t27
635,3195,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t635,T7-P7_t635
6924,23564,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t524,P7-T7_t524
621,21101,Undirected,1.0,inter,FP1-F7<->FZ-CZ,FP1-F7_t621,FZ-CZ_t621
10540,16940,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t300,F8-T8_t300
1941,16021,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t661,FP2-F8_t661
641,642,Undirected,1.0,intra,FP1-F7,FP1-F7_t641,FP1-F7_t642
7275,9835,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t875,P3-O1_t875
14021,29381,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t1221,T8-P8-1_t1221
5036,25516,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t1196,T7-FT9_t1196
16590,20430,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t1230,P8-O2_t1230
1916,27516,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t636,FT10-T8_t636
9023,9024,Undirected,1.0,intra,P3-O1,P3-O1_t63,P3-O1_t64
24172,24242,Undirected,1.0,intra,P7-T7,P7-T7_t1132,P7-T7_t1202
5544,13224,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t424,C4-P4_t424
17291,26251,Undirected,1.0,inter,F8-T8<->FT9-FT10,F8-T8_t651,FT9-FT10_t651
13516,14796,Undirected,1.0,inter,C4-P4<->P4-O2,C4-P4_t716,P4-O2_t716
1431,9111,Undirected,1.0,inter,F7-T7<->P3-O1,F7-T7_t151,P3-O1_t151
20059,23899,Undirected,1.0,inter,P8-O2<->P7-T7,P8-O2_t859,P7-T7_t859
24176,29296,Undirected,1.0,inter,P7-T7<->T8-P8-1,P7-T7_t1136,T8-P8-1_t1136
11595,28235,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t75,T8-P8-1_t75
4150,24630,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t310,T7-FT9_t310
6556,10396,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t156,FP2-F4_t156
14804,25044,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t724,T7-FT9_t724
22720,29120,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t960,T8-P8-1_t960
11149,26509,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t909,FT9-FT10_t909
2157,20077,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t877,P8-O2_t877
16104,28904,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t744,T8-P8-1_t744
8785,15185,Undirected,1.0,inter,C3-P3<->P4-O2,C3-P3_t1105,P4-O2_t1105
761,7161,Undirected,1.0,inter,FP1-F7<->F3-C3,FP1-F7_t761,F3-C3_t761
5550,27310,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t430,FT10-T8_t430
22279,24839,Undirected,1.0,inter,CZ-PZ<->T7-FT9,CZ-PZ_t519,T7-FT9_t519
15875,16020,Undirected,1.0,intra,FP2-F8,FP2-F8_t515,FP2-F8_t660
22853,29253,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t1093,T8-P8-1_t1093
805,22565,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t805,CZ-PZ_t805
8868,12708,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t1188,F4-C4_t1188
6276,25476,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t1156,T7-FT9_t1156
5915,13595,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t795,C4-P4_t795
15202,17762,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t1122,F8-T8_t1122
1192,24232,Undirected,1.0,inter,FP1-F7<->P7-T7,FP1-F7_t1192,P7-T7_t1192
19890,22450,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t690,CZ-PZ_t690
15810,27330,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t450,FT10-T8_t450
23960,23963,Undirected,1.0,intra,P7-T7,P7-T7_t920,P7-T7_t923
15414,16694,Undirected,1.0,inter,FP2-F8<->F8-T8,FP2-F8_t54,F8-T8_t54
18772,27732,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t852,FT10-T8_t852
5798,10918,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t678,FP2-F4_t678
11557,11558,Undirected,1.0,intra,F4-C4,F4-C4_t37,F4-C4_t38
18789,27749,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t869,FT10-T8_t869
3519,9919,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t959,P3-O1_t959
10934,12214,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t694,F4-C4_t694
19416,20696,Undirected,1.0,inter,P8-O2<->FZ-CZ,P8-O2_t216,FZ-CZ_t216
9059,9060,Undirected,1.0,intra,P3-O1,P3-O1_t99,P3-O1_t100
248,5368,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t248,FP1-F3_t248
17465,26425,Undirected,1.0,inter,F8-T8<->FT9-FT10,F8-T8_t825,FT9-FT10_t825
21155,22435,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t675,CZ-PZ_t675
790,12310,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t790,F4-C4_t790
753,27633,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t753,FT10-T8_t753
11067,20027,Undirected,1.0,inter,FP2-F4<->P8-O2,FP2-F4_t827,P8-O2_t827
2789,23269,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t229,P7-T7_t229
8733,24093,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t1053,P7-T7_t1053
2384,3664,Undirected,1.0,inter,F7-T7<->T7-P7,F7-T7_t1104,T7-P7_t1104
1211,12731,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t1211,F4-C4_t1211
8098,17058,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t418,F8-T8_t418
4052,11732,Undirected,1.0,inter,P7-O1<->F4-C4,P7-O1_t212,F4-C4_t212
7945,16905,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t265,F8-T8_t265
4056,4057,Undirected,1.0,intra,P7-O1,P7-O1_t216,P7-O1_t217
15141,22821,Undirected,1.0,inter,P4-O2<->CZ-PZ,P4-O2_t1061,CZ-PZ_t1061
322,11842,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t322,F4-C4_t322
4499,4500,Undirected,1.0,intra,P7-O1,P7-O1_t659,P7-O1_t660
28215,28254,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t55,T8-P8-1_t94
20705,20706,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t225,FZ-CZ_t226
17327,19887,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t687,P8-O2_t687
9973,9974,Undirected,1.0,intra,P3-O1,P3-O1_t1013,P3-O1_t1014
4746,14986,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t906,P4-O2_t906
8971,17931,Undirected,1.0,inter,P3-O1<->T8-P8-0,P3-O1_t11,T8-P8-0_t11
4932,7492,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t1092,F3-C3_t1092
29225,29226,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t1065,T8-P8-1_t1066
6653,16893,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t253,F8-T8_t253
4864,22784,Undirected,1.0,inter,P7-O1<->CZ-PZ,P7-O1_t1024,CZ-PZ_t1024
176,177,Undirected,1.0,intra,FP1-F7,FP1-F7_t176,FP1-F7_t177
4482,24962,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t642,T7-FT9_t642
766,5886,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t766,FP1-F3_t766
3032,14552,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t472,P4-O2_t472
18527,28767,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t607,T8-P8-1_t607
5779,27539,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t659,FT10-T8_t659
14344,19464,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t264,P8-O2_t264
8285,26205,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t605,FT9-FT10_t605
11074,17474,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t834,F8-T8_t834
22318,24878,Undirected,1.0,inter,CZ-PZ<->T7-FT9,CZ-PZ_t558,T7-FT9_t558
18744,18745,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t824,T8-P8-0_t825
3215,3216,Undirected,1.0,intra,T7-P7,T7-P7_t655,T7-P7_t656
8821,25461,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t1141,T7-FT9_t1141
15020,29100,Undirected,1.0,inter,P4-O2<->T8-P8-1,P4-O2_t940,T8-P8-1_t940
8725,15125,Undirected,1.0,inter,C3-P3<->P4-O2,C3-P3_t1045,P4-O2_t1045
4469,28789,Undirected,1.0,inter,P7-O1<->T8-P8-1,P7-O1_t629,T8-P8-1_t629
25486,29326,Undirected,1.0,inter,T7-FT9<->T8-P8-1,T7-FT9_t1166,T8-P8-1_t1166
24953,26233,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t633,FT9-FT10_t633
14801,27601,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t721,FT10-T8_t721
4335,14575,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t495,P4-O2_t495
10496,27136,Undirected,1.0,inter,FP2-F4<->FT10-T8,FP2-F4_t256,FT10-T8_t256
2744,10424,Undirected,1.0,inter,T7-P7<->FP2-F4,T7-P7_t184,FP2-F4_t184
8102,20902,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t422,FZ-CZ_t422
6352,15312,Undirected,1.0,inter,FP1-F3<->P4-O2,FP1-F3_t1232,P4-O2_t1232
5565,8125,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t445,C3-P3_t445
19707,19709,Undirected,1.0,intra,P8-O2,P8-O2_t507,P8-O2_t509
10333,20573,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t93,FZ-CZ_t93
11781,25861,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t261,FT9-FT10_t261
9119,10399,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t159,FP2-F4_t159
2592,19232,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t32,P8-O2_t32
5428,10548,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t308,FP2-F4_t308
12604,12660,Undirected,1.0,intra,F4-C4,F4-C4_t1084,F4-C4_t1140
16962,27202,Undirected,1.0,inter,F8-T8<->FT10-T8,F8-T8_t322,FT10-T8_t322
12883,20563,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t83,FZ-CZ_t83
13290,13308,Undirected,1.0,intra,C4-P4,C4-P4_t490,C4-P4_t508
16445,22845,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t1085,CZ-PZ_t1085
21257,22537,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t777,CZ-PZ_t777
2850,24610,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t290,T7-FT9_t290
16265,27785,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t905,FT10-T8_t905
9856,25216,Undirected,1.0,inter,P3-O1<->T7-FT9,P3-O1_t896,T7-FT9_t896
7178,23818,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t778,P7-T7_t778
6315,10155,Undirected,1.0,inter,FP1-F3<->P3-O1,FP1-F3_t1195,P3-O1_t1195
3527,22727,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t967,CZ-PZ_t967
22050,22075,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t290,CZ-PZ_t315
14138,17978,Undirected,1.0,inter,P4-O2<->T8-P8-0,P4-O2_t58,T8-P8-0_t58
2934,9334,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t374,P3-O1_t374
15156,26676,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t1076,FT9-FT10_t1076
18520,18523,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t600,T8-P8-0_t603
11973,28613,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t453,T8-P8-1_t453
5960,11080,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t840,FP2-F4_t840
3010,3016,Undirected,1.0,intra,T7-P7,T7-P7_t450,T7-P7_t456
7046,24966,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t646,T7-FT9_t646
7038,24958,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t638,T7-FT9_t638
5710,6990,Undirected,1.0,inter,FP1-F3<->F3-C3,FP1-F3_t590,F3-C3_t590
14714,26234,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t634,FT9-FT10_t634
16983,28503,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t343,T8-P8-1_t343
4681,14921,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t841,P4-O2_t841
9148,15548,Undirected,1.0,inter,P3-O1<->FP2-F8,P3-O1_t188,FP2-F8_t188
9307,14427,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t347,P4-O2_t347
6692,15652,Undirected,1.0,inter,F3-C3<->FP2-F8,F3-C3_t292,FP2-F8_t292
6832,24752,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t432,T7-FT9_t432
14568,17128,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t488,F8-T8_t488
3899,6459,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t59,F3-C3_t59
2768,14288,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t208,P4-O2_t208
19986,25106,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t786,T7-FT9_t786
15044,27844,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t964,FT10-T8_t964
27475,28755,Undirected,1.0,inter,FT10-T8<->T8-P8-1,FT10-T8_t595,T8-P8-1_t595
8800,22880,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t1120,CZ-PZ_t1120
9806,13646,Undirected,1.0,inter,P3-O1<->C4-P4,P3-O1_t846,C4-P4_t846
17727,29247,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t1087,T8-P8-1_t1087
14632,22312,Undirected,1.0,inter,P4-O2<->CZ-PZ,P4-O2_t552,CZ-PZ_t552
7679,10239,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t1279,P3-O1_t1279
810,4650,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t810,P7-O1_t810
1649,2929,Undirected,1.0,inter,F7-T7<->T7-P7,F7-T7_t369,T7-P7_t369
9308,19548,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t348,P8-O2_t348
14234,16794,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t154,F8-T8_t154
15015,16295,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t935,FP2-F8_t935
10477,25837,Undirected,1.0,inter,FP2-F4<->FT9-FT10,FP2-F4_t237,FT9-FT10_t237
1081,1082,Undirected,1.0,intra,FP1-F7,FP1-F7_t1081,FP1-F7_t1082
2318,6158,Undirected,1.0,inter,F7-T7<->FP1-F3,F7-T7_t1038,FP1-F3_t1038
9405,23485,Undirected,1.0,inter,P3-O1<->P7-T7,P3-O1_t445,P7-T7_t445
17363,23763,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t723,P7-T7_t723
8298,27498,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t618,FT10-T8_t618
18828,26508,Undirected,1.0,inter,T8-P8-0<->FT9-FT10,T8-P8-0_t908,FT9-FT10_t908
333,25933,Undirected,1.0,inter,FP1-F7<->FT9-FT10,FP1-F7_t333,FT9-FT10_t333
20168,25288,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t968,T7-FT9_t968
11644,19324,Undirected,1.0,inter,F4-C4<->P8-O2,F4-C4_t124,P8-O2_t124
12351,26431,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t831,FT9-FT10_t831
11637,21877,Undirected,1.0,inter,F4-C4<->CZ-PZ,F4-C4_t117,CZ-PZ_t117
17588,18868,Undirected,1.0,inter,F8-T8<->T8-P8-0,F8-T8_t948,T8-P8-0_t948
27502,28782,Undirected,1.0,inter,FT10-T8<->T8-P8-1,FT10-T8_t622,T8-P8-1_t622
8130,14530,Undirected,1.0,inter,C3-P3<->P4-O2,C3-P3_t450,P4-O2_t450
5459,5460,Undirected,1.0,intra,FP1-F3,FP1-F3_t339,FP1-F3_t340
3303,19943,Undirected,1.0,inter,T7-P7<->P8-O2,T7-P7_t743,P8-O2_t743
26269,26579,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t669,FT9-FT10_t979
8858,28058,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t1178,FT10-T8_t1178
4033,28353,Undirected,1.0,inter,P7-O1<->T8-P8-1,P7-O1_t193,T8-P8-1_t193
6366,26846,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t1246,FT9-FT10_t1246
8486,9766,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t806,P3-O1_t806
28108,29388,Undirected,1.0,inter,FT10-T8<->T8-P8-1,FT10-T8_t1228,T8-P8-1_t1228
4710,26470,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t870,FT9-FT10_t870
11936,14496,Undirected,1.0,inter,F4-C4<->P4-O2,F4-C4_t416,P4-O2_t416
5590,19670,Undirected,1.0,inter,FP1-F3<->P8-O2,FP1-F3_t470,P8-O2_t470
13425,22385,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t625,CZ-PZ_t625
17910,29430,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t1270,T8-P8-1_t1270
17174,17242,Undirected,1.0,intra,F8-T8,F8-T8_t534,F8-T8_t602
8302,22382,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t622,CZ-PZ_t622
58,21818,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t58,CZ-PZ_t58
18628,19908,Undirected,1.0,inter,T8-P8-0<->P8-O2,T8-P8-0_t708,P8-O2_t708
12134,27494,Undirected,1.0,inter,F4-C4<->FT10-T8,F4-C4_t614,FT10-T8_t614
10945,13505,Undirected,1.0,inter,FP2-F4<->C4-P4,FP2-F4_t705,C4-P4_t705
1815,18455,Undirected,1.0,inter,F7-T7<->T8-P8-0,F7-T7_t535,T8-P8-0_t535
19159,24279,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t1239,P7-T7_t1239
352,10592,Undirected,1.0,inter,FP1-F7<->FP2-F4,FP1-F7_t352,FP2-F4_t352
11265,11266,Undirected,1.0,intra,FP2-F4,FP2-F4_t1025,FP2-F4_t1026
3629,25389,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t1069,T7-FT9_t1069
5755,22395,Undirected,1.0,inter,FP1-F3<->CZ-PZ,FP1-F3_t635,CZ-PZ_t635
3128,23608,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t568,P7-T7_t568
28046,28073,Undirected,1.0,intra,FT10-T8,FT10-T8_t1166,FT10-T8_t1193
15839,15850,Undirected,1.0,intra,FP2-F8,FP2-F8_t479,FP2-F8_t490
27193,27228,Undirected,1.0,intra,FT10-T8,FT10-T8_t313,FT10-T8_t348
9656,27576,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t696,FT10-T8_t696
8976,11536,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t16,F4-C4_t16
9616,12176,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t656,F4-C4_t656
10906,17306,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t666,F8-T8_t666
11377,22897,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t1137,CZ-PZ_t1137
9507,9508,Undirected,1.0,intra,P3-O1,P3-O1_t547,P3-O1_t548
7355,25275,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t955,T7-FT9_t955
6722,28482,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t322,T8-P8-1_t322
5571,26051,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t451,FT9-FT10_t451
3112,15912,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t552,FP2-F8_t552
6580,14260,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t180,P4-O2_t180
16568,29368,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t1208,T8-P8-1_t1208
17758,17760,Undirected,1.0,intra,F8-T8,F8-T8_t1118,F8-T8_t1120
16014,26254,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t654,FT9-FT10_t654
2133,23893,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t853,P7-T7_t853
911,12431,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t911,F4-C4_t911
14722,14723,Undirected,1.0,intra,P4-O2,P4-O2_t642,P4-O2_t643
2907,28507,Undirected,1.0,inter,T7-P7<->T8-P8-1,T7-P7_t347,T8-P8-1_t347
5117,20477,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t1277,P8-O2_t1277
16355,16356,Undirected,1.0,intra,FP2-F8,FP2-F8_t995,FP2-F8_t996
383,13183,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t383,C4-P4_t383
6770,6771,Undirected,1.0,intra,F3-C3,F3-C3_t370,F3-C3_t371
756,13556,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t756,C4-P4_t756
7208,11048,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t808,FP2-F4_t808
3006,23486,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t446,P7-T7_t446
4466,19826,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t626,P8-O2_t626
6502,12902,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t102,C4-P4_t102
15259,29339,Undirected,1.0,inter,P4-O2<->T8-P8-1,P4-O2_t1179,T8-P8-1_t1179
11419,11513,Undirected,1.0,intra,FP2-F4,FP2-F4_t1179,FP2-F4_t1273
6967,9527,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t567,P3-O1_t567
18821,18822,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t901,T8-P8-0_t902
13424,14704,Undirected,1.0,inter,C4-P4<->P4-O2,C4-P4_t624,P4-O2_t624
2339,6179,Undirected,1.0,inter,F7-T7<->FP1-F3,F7-T7_t1059,FP1-F3_t1059
4710,16230,Undirected,1.0,inter,P7-O1<->FP2-F8,P7-O1_t870,FP2-F8_t870
22320,28720,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t560,T8-P8-1_t560
22877,27997,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t1117,FT10-T8_t1117
2866,18226,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t306,T8-P8-0_t306
25492,29332,Undirected,1.0,inter,T7-FT9<->T8-P8-1,T7-FT9_t1172,T8-P8-1_t1172
11278,22798,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t1038,CZ-PZ_t1038
21482,22762,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t1002,CZ-PZ_t1002
16579,22979,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t1219,CZ-PZ_t1219
5528,17048,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t408,F8-T8_t408
4092,16892,Undirected,1.0,inter,P7-O1<->F8-T8,P7-O1_t252,F8-T8_t252
9388,19628,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t428,P8-O2_t428
463,11983,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t463,F4-C4_t463
9289,14409,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t329,P4-O2_t329
25410,26690,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t1090,FT9-FT10_t1090
4846,6126,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t1006,FP1-F3_t1006
10665,10667,Undirected,1.0,intra,FP2-F4,FP2-F4_t425,FP2-F4_t427
11426,11427,Undirected,1.0,intra,FP2-F4,FP2-F4_t1186,FP2-F4_t1187
20599,24439,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t119,T7-FT9_t119
14161,15441,Undirected,1.0,inter,P4-O2<->FP2-F8,P4-O2_t81,FP2-F8_t81
11441,12721,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t1201,F4-C4_t1201
17721,20281,Undirected,1.0,inter,F8-T8<->P8-O2,F8-T8_t1081,P8-O2_t1081
4828,20188,Undirected,1.0,inter,P7-O1<->P8-O2,P7-O1_t988,P8-O2_t988
1772,26092,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t492,FT9-FT10_t492
12767,16607,Undirected,1.0,inter,F4-C4<->FP2-F8,F4-C4_t1247,FP2-F8_t1247
14637,27437,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t557,FT10-T8_t557
2874,24634,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t314,T7-FT9_t314
17576,18856,Undirected,1.0,inter,F8-T8<->T8-P8-0,F8-T8_t936,T8-P8-0_t936
17003,28523,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t363,T8-P8-1_t363
10237,15357,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t1277,P4-O2_t1277
2312,2313,Undirected,1.0,intra,F7-T7,F7-T7_t1032,F7-T7_t1033
907,26507,Undirected,1.0,inter,FP1-F7<->FT9-FT10,FP1-F7_t907,FT9-FT10_t907
8428,13548,Undirected,1.0,inter,C3-P3<->C4-P4,C3-P3_t748,C4-P4_t748
21908,27028,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t148,FT10-T8_t148
12674,12714,Undirected,1.0,intra,F4-C4,F4-C4_t1154,F4-C4_t1194
18450,28690,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t530,T8-P8-1_t530
475,24795,Undirected,1.0,inter,FP1-F7<->T7-FT9,FP1-F7_t475,T7-FT9_t475
