Id,Label,electrode,pattern,pattern_rank,layer,graph_label
P4-O2_ord_12043,P4-O2_ord_12043,P4-O2,12043,31,P4-O2,graph_interictal_chb01_10
P4-O2_ord_12304,P4-O2_ord_12304,P4-O2,12304,32,P4-O2,graph_interictal_chb01_10
P4-O2_ord_12340,P4-O2_ord_12340,P4-O2,12340,33,P4-O2,graph_interictal_chb01_10
P4-O2_ord_12403,P4-O2_ord_12403,P4-O2,12403,34,P4-O2,graph_interictal_chb01_10
P4-O2_ord_12430,P4-O2_ord_12430,P4-O2,12430,35,P4-O2,graph_interictal_chb01_10
P4-O2_ord_14023,P4-O2_ord_14023,P4-O2,14023,42,P4-O2,graph_interictal_chb01_10
P4-O2_ord_14203,P4-O2_ord_14203,P4-O2,14203,44,P4-O2,graph_interictal_chb01_10
P4-O2_ord_20134,P4-O2_ord_20134,P4-O2,20134,48,P4-O2,graph_interictal_chb01_10
P4-O2_ord_21034,P4-O2_ord_21034,P4-O2,21034,54,P4-O2,graph_interictal_chb01_10
P4-O2_ord_21304,P4-O2_ord_21304,P4-O2,21304,56,P4-O2,graph_interictal_chb01_10
P4-O2_ord_21340,P4-O2_ord_21340,P4-O2,21340,57,P4-O2,graph_interictal_chb01_10
P4-O2_ord_21430,P4-O2_ord_21430,P4-O2,21430,59,P4-O2,graph_interictal_chb01_10
P4-O2_ord_23014,P4-O2_ord_23014,P4-O2,23014,60,P4-O2,graph_interictal_chb01_10
P4-O2_ord_23104,P4-O2_ord_23104,P4-O2,23104,62,P4-O2,graph_interictal_chb01_10
P4-O2_ord_23140,P4-O2_ord_23140,P4-O2,23140,63,P4-O2,graph_interictal_chb01_10
P4-O2_ord_23410,P4-O2_ord_23410,P4-O2,23410,65,P4-O2,graph_interictal_chb01_10
P4-O2_ord_24130,P4-O2_ord_24130,P4-O2,24130,69,P4-O2,graph_interictal_chb01_10
P4-O2_ord_24310,P4-O2_ord_24310,P4-O2,24310,71,P4-O2,graph_interictal_chb01_10
P4-O2_ord_30214,P4-O2_ord_30214,P4-O2,30214,74,P4-O2,graph_interictal_chb01_10
P4-O2_ord_30241,P4-O2_ord_30241,P4-O2,30241,75,P4-O2,graph_interictal_chb01_10
P4-O2_ord_30421,P4-O2_ord_30421,P4-O2,30421,77,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32014,P4-O2_ord_32014,P4-O2,32014,84,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32041,P4-O2_ord_32041,P4-O2,32041,85,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32104,P4-O2_ord_32104,P4-O2,32104,86,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32140,P4-O2_ord_32140,P4-O2,32140,87,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32401,P4-O2_ord_32401,P4-O2,32401,88,P4-O2,graph_interictal_chb01_10
P4-O2_ord_32410,P4-O2_ord_32410,P4-O2,32410,89,P4-O2,graph_interictal_chb01_10
P4-O2_ord_34021,P4-O2_ord_34021,P4-O2,34021,91,P4-O2,graph_interictal_chb01_10
P4-O2_ord_34201,P4-O2_ord_34201,P4-O2,34201,94,P4-O2,graph_interictal_chb01_10
P4-O2_ord_34210,P4-O2_ord_34210,P4-O2,34210,95,P4-O2,graph_interictal_chb01_10
P4-O2_ord_40123,P4-O2_ord_40123,P4-O2,40123,96,P4-O2,graph_interictal_chb01_10
P4-O2_ord_40132,P4-O2_ord_40132,P4-O2,40132,97,P4-O2,graph_interictal_chb01_10
P4-O2_ord_40312,P4-O2_ord_40312,P4-O2,40312,100,P4-O2,graph_interictal_chb01_10
P4-O2_ord_40321,P4-O2_ord_40321,P4-O2,40321,101,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41023,P4-O2_ord_41023,P4-O2,41023,102,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41032,P4-O2_ord_41032,P4-O2,41032,103,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41203,P4-O2_ord_41203,P4-O2,41203,104,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41230,P4-O2_ord_41230,P4-O2,41230,105,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41302,P4-O2_ord_41302,P4-O2,41302,106,P4-O2,graph_interictal_chb01_10
P4-O2_ord_41320,P4-O2_ord_41320,P4-O2,41320,107,P4-O2,graph_interictal_chb01_10
P4-O2_ord_42130,P4-O2_ord_42130,P4-O2,42130,111,P4-O2,graph_interictal_chb01_10
P4-O2_ord_42310,P4-O2_ord_42310,P4-O2,42310,113,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43012,P4-O2_ord_43012,P4-O2,43012,114,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43021,P4-O2_ord_43021,P4-O2,43021,115,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43102,P4-O2_ord_43102,P4-O2,43102,116,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43120,P4-O2_ord_43120,P4-O2,43120,117,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43201,P4-O2_ord_43201,P4-O2,43201,118,P4-O2,graph_interictal_chb01_10
P4-O2_ord_43210,P4-O2_ord_43210,P4-O2,43210,119,P4-O2,graph_interictal_chb01_10
FP2-F8_ord_01234,FP2-F8_ord_01234,FP2-F8,01234,0,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_01243,FP2-F8_ord_01243,FP2-F8,01243,1,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_01324,FP2-F8_ord_01324,FP2-F8,01324,2,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_01342,FP2-F8_ord_01342,FP2-F8,01342,3,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_01423,FP2-F8_ord_01423,FP2-F8,01423,4,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_01432,FP2-F8_ord_01432,FP2-F8,01432,5,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_02134,FP2-F8_ord_02134,FP2-F8,02134,6,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_02314,FP2-F8_ord_02314,FP2-F8,02314,8,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03124,FP2-F8_ord_03124,FP2-F8,03124,12,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03142,FP2-F8_ord_03142,FP2-F8,03142,13,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03214,FP2-F8_ord_03214,FP2-F8,03214,14,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03241,FP2-F8_ord_03241,FP2-F8,03241,15,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03412,FP2-F8_ord_03412,FP2-F8,03412,16,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_03421,FP2-F8_ord_03421,FP2-F8,03421,17,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_04123,FP2-F8_ord_04123,FP2-F8,04123,18,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_04132,FP2-F8_ord_04132,FP2-F8,04132,19,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_04312,FP2-F8_ord_04312,FP2-F8,04312,22,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_04321,FP2-F8_ord_04321,FP2-F8,04321,23,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_10234,FP2-F8_ord_10234,FP2-F8,10234,24,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_10243,FP2-F8_ord_10243,FP2-F8,10243,25,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_10423,FP2-F8_ord_10423,FP2-F8,10423,28,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12034,FP2-F8_ord_12034,FP2-F8,12034,30,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12043,FP2-F8_ord_12043,FP2-F8,12043,31,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12304,FP2-F8_ord_12304,FP2-F8,12304,32,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12340,FP2-F8_ord_12340,FP2-F8,12340,33,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12403,FP2-F8_ord_12403,FP2-F8,12403,34,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_12430,FP2-F8_ord_12430,FP2-F8,12430,35,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_14023,FP2-F8_ord_14023,FP2-F8,14023,42,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_14032,FP2-F8_ord_14032,FP2-F8,14032,43,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_14203,FP2-F8_ord_14203,FP2-F8,14203,44,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_14230,FP2-F8_ord_14230,FP2-F8,14230,45,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_20134,FP2-F8_ord_20134,FP2-F8,20134,48,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_20314,FP2-F8_ord_20314,FP2-F8,20314,50,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_21034,FP2-F8_ord_21034,FP2-F8,21034,54,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_21304,FP2-F8_ord_21304,FP2-F8,21304,56,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_21340,FP2-F8_ord_21340,FP2-F8,21340,57,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_21430,FP2-F8_ord_21430,FP2-F8,21430,59,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_23014,FP2-F8_ord_23014,FP2-F8,23014,60,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_23104,FP2-F8_ord_23104,FP2-F8,23104,62,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_23140,FP2-F8_ord_23140,FP2-F8,23140,63,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_23410,FP2-F8_ord_23410,FP2-F8,23410,65,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_24310,FP2-F8_ord_24310,FP2-F8,24310,71,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_30214,FP2-F8_ord_30214,FP2-F8,30214,74,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_30241,FP2-F8_ord_30241,FP2-F8,30241,75,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_31042,FP2-F8_ord_31042,FP2-F8,31042,79,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_31240,FP2-F8_ord_31240,FP2-F8,31240,81,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32014,FP2-F8_ord_32014,FP2-F8,32014,84,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32041,FP2-F8_ord_32041,FP2-F8,32041,85,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32104,FP2-F8_ord_32104,FP2-F8,32104,86,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32140,FP2-F8_ord_32140,FP2-F8,32140,87,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32401,FP2-F8_ord_32401,FP2-F8,32401,88,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_32410,FP2-F8_ord_32410,FP2-F8,32410,89,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_34021,FP2-F8_ord_34021,FP2-F8,34021,91,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_34201,FP2-F8_ord_34201,FP2-F8,34201,94,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_34210,FP2-F8_ord_34210,FP2-F8,34210,95,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_40123,FP2-F8_ord_40123,FP2-F8,40123,96,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_40132,FP2-F8_ord_40132,FP2-F8,40132,97,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_40312,FP2-F8_ord_40312,FP2-F8,40312,100,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_40321,FP2-F8_ord_40321,FP2-F8,40321,101,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_41023,FP2-F8_ord_41023,FP2-F8,41023,102,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_41032,FP2-F8_ord_41032,FP2-F8,41032,103,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_41230,FP2-F8_ord_41230,FP2-F8,41230,105,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_41320,FP2-F8_ord_41320,FP2-F8,41320,107,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_42130,FP2-F8_ord_42130,FP2-F8,42130,111,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_42310,FP2-F8_ord_42310,FP2-F8,42310,113,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_43012,FP2-F8_ord_43012,FP2-F8,43012,114,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_43021,FP2-F8_ord_43021,FP2-F8,43021,115,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_43120,FP2-F8_ord_43120,FP2-F8,43120,117,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_43201,FP2-F8_ord_43201,FP2-F8,43201,118,FP2-F8,graph_interictal_chb01_10
FP2-F8_ord_43210,FP2-F8_ord_43210,FP2-F8,43210,119,FP2-F8,graph_interictal_chb01_10
F8-T8_ord_01234,F8-T8_ord_01234,F8-T8,01234,0,F8-T8,graph_interictal_chb01_10
F8-T8_ord_01243,F8-T8_ord_01243,F8-T8,01243,1,F8-T8,graph_interictal_chb01_10
F8-T8_ord_01324,F8-T8_ord_01324,F8-T8,01324,2,F8-T8,graph_interictal_chb01_10
F8-T8_ord_01342,F8-T8_ord_01342,F8-T8,01342,3,F8-T8,graph_interictal_chb01_10
F8-T8_ord_01423,F8-T8_ord_01423,F8-T8,01423,4,F8-T8,graph_interictal_chb01_10
F8-T8_ord_01432,F8-T8_ord_01432,F8-T8,01432,5,F8-T8,graph_interictal_chb01_10
F8-T8_ord_02134,F8-T8_ord_02134,F8-T8,02134,6,F8-T8,graph_interictal_chb01_10
F8-T8_ord_02314,F8-T8_ord_02314,F8-T8,02314,8,F8-T8,graph_interictal_chb01_10
F8-T8_ord_03124,F8-T8_ord_03124,F8-T8,03124,12,F8-T8,graph_interictal_chb01_10
F8-T8_ord_03142,F8-T8_ord_03142,F8-T8,03142,13,F8-T8,graph_interictal_chb01_10
F8-T8_ord_03214,F8-T8_ord_03214,F8-T8,03214,14,F8-T8,graph_interictal_chb01_10
F8-T8_ord_03241,F8-T8_ord_03241,F8-T8,03241,15,F8-T8,graph_interictal_chb01_10
F8-T8_ord_03412,F8-T8_ord_03412,F8-T8,03412,16,F8-T8,graph_interictal_chb01_10
F8-T8_ord_04123,F8-T8_ord_04123,F8-T8,04123,18,F8-T8,graph_interictal_chb01_10
F8-T8_ord_04132,F8-T8_ord_04132,F8-T8,04132,19,F8-T8,graph_interictal_chb01_10
F8-T8_ord_04312,F8-T8_ord_04312,F8-T8,04312,22,F8-T8,graph_interictal_chb01_10
F8-T8_ord_04321,F8-T8_ord_04321,F8-T8,04321,23,F8-T8,graph_interictal_chb01_10
F8-T8_ord_10234,F8-T8_ord_10234,F8-T8,10234,24,F8-T8,graph_interictal_chb01_10
F8-T8_ord_10243,F8-T8_ord_10243,F8-T8,10243,25,F8-T8,graph_interictal_chb01_10
F8-T8_ord_10423,F8-T8_ord_10423,F8-T8,10423,28,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12034,F8-T8_ord_12034,F8-T8,12034,30,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12043,F8-T8_ord_12043,F8-T8,12043,31,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12304,F8-T8_ord_12304,F8-T8,12304,32,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12340,F8-T8_ord_12340,F8-T8,12340,33,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12403,F8-T8_ord_12403,F8-T8,12403,34,F8-T8,graph_interictal_chb01_10
F8-T8_ord_12430,F8-T8_ord_12430,F8-T8,12430,35,F8-T8,graph_interictal_chb01_10
F8-T8_ord_14023,F8-T8_ord_14023,F8-T8,14023,42,F8-T8,graph_interictal_chb01_10
F8-T8_ord_14230,F8-T8_ord_14230,F8-T8,14230,45,F8-T8,graph_interictal_chb01_10
F8-T8_ord_20134,F8-T8_ord_20134,F8-T8,20134,48,F8-T8,graph_interictal_chb01_10
F8-T8_ord_20314,F8-T8_ord_20314,F8-T8,20314,50,F8-T8,graph_interictal_chb01_10
F8-T8_ord_21034,F8-T8_ord_21034,F8-T8,21034,54,F8-T8,graph_interictal_chb01_10
F8-T8_ord_21304,F8-T8_ord_21304,F8-T8,21304,56,F8-T8,graph_interictal_chb01_10
F8-T8_ord_21340,F8-T8_ord_21340,F8-T8,21340,57,F8-T8,graph_interictal_chb01_10
F8-T8_ord_21430,F8-T8_ord_21430,F8-T8,21430,59,F8-T8,graph_interictal_chb01_10
F8-T8_ord_23014,F8-T8_ord_23014,F8-T8,23014,60,F8-T8,graph_interictal_chb01_10
F8-T8_ord_23104,F8-T8_ord_23104,F8-T8,23104,62,F8-T8,graph_interictal_chb01_10
F8-T8_ord_23140,F8-T8_ord_23140,F8-T8,23140,63,F8-T8,graph_interictal_chb01_10
F8-T8_ord_23410,F8-T8_ord_23410,F8-T8,23410,65,F8-T8,graph_interictal_chb01_10
F8-T8_ord_24310,F8-T8_ord_24310,F8-T8,24310,71,F8-T8,graph_interictal_chb01_10
F8-T8_ord_30214,F8-T8_ord_30214,F8-T8,30214,74,F8-T8,graph_interictal_chb01_10
F8-T8_ord_30241,F8-T8_ord_30241,F8-T8,30241,75,F8-T8,graph_interictal_chb01_10
F8-T8_ord_30421,F8-T8_ord_30421,F8-T8,30421,77,F8-T8,graph_interictal_chb01_10
F8-T8_ord_32014,F8-T8_ord_32014,F8-T8,32014,84,F8-T8,graph_interictal_chb01_10
F8-T8_ord_32041,F8-T8_ord_32041,F8-T8,32041,85,F8-T8,graph_interictal_chb01_10
F8-T8_ord_32104,F8-T8_ord_32104,F8-T8,32104,86,F8-T8,graph_interictal_chb01_10
F8-T8_ord_32140,F8-T8_ord_32140,F8-T8,32140,87,F8-T8,graph_interictal_chb01_10
F8-T8_ord_32410,F8-T8_ord_32410,F8-T8,32410,89,F8-T8,graph_interictal_chb01_10
F8-T8_ord_34021,F8-T8_ord_34021,F8-T8,34021,91,F8-T8,graph_interictal_chb01_10
F8-T8_ord_34201,F8-T8_ord_34201,F8-T8,34201,94,F8-T8,graph_interictal_chb01_10
F8-T8_ord_34210,F8-T8_ord_34210,F8-T8,34210,95,F8-T8,graph_interictal_chb01_10
F8-T8_ord_40123,F8-T8_ord_40123,F8-T8,40123,96,F8-T8,graph_interictal_chb01_10
F8-T8_ord_40132,F8-T8_ord_40132,F8-T8,40132,97,F8-T8,graph_interictal_chb01_10
F8-T8_ord_40312,F8-T8_ord_40312,F8-T8,40312,100,F8-T8,graph_interictal_chb01_10
F8-T8_ord_40321,F8-T8_ord_40321,F8-T8,40321,101,F8-T8,graph_interictal_chb01_10
F8-T8_ord_41023,F8-T8_ord_41023,F8-T8,41023,102,F8-T8,graph_interictal_chb01_10
F8-T8_ord_41032,F8-T8_ord_41032,F8-T8,41032,103,F8-T8,graph_interictal_chb01_10
F8-T8_ord_41203,F8-T8_ord_41203,F8-T8,41203,104,F8-T8,graph_interictal_chb01_10
F8-T8_ord_41230,F8-T8_ord_41230,F8-T8,41230,105,F8-T8,graph_interictal_chb01_10
F8-T8_ord_41320,F8-T8_ord_41320,F8-T8,41320,107,F8-T8,graph_interictal_chb01_10
F8-T8_ord_42130,F8-T8_ord_42130,F8-T8,42130,111,F8-T8,graph_interictal_chb01_10
F8-T8_ord_42310,F8-T8_ord_42310,F8-T8,42310,113,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43012,F8-T8_ord_43012,F8-T8,43012,114,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43021,F8-T8_ord_43021,F8-T8,43021,115,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43102,F8-T8_ord_43102,F8-T8,43102,116,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43120,F8-T8_ord_43120,F8-T8,43120,117,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43201,F8-T8_ord_43201,F8-T8,43201,118,F8-T8,graph_interictal_chb01_10
F8-T8_ord_43210,F8-T8_ord_43210,F8-T8,43210,119,F8-T8,graph_interictal_chb01_10
T8-P8-0_ord_01234,T8-P8-0_ord_01234,T8-P8-0,01234,0,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_01243,T8-P8-0_ord_01243,T8-P8-0,01243,1,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_01324,T8-P8-0_ord_01324,T8-P8-0,01324,2,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_01342,T8-P8-0_ord_01342,T8-P8-0,01342,3,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_01423,T8-P8-0_ord_01423,T8-P8-0,01423,4,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_01432,T8-P8-0_ord_01432,T8-P8-0,01432,5,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_02134,T8-P8-0_ord_02134,T8-P8-0,02134,6,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_02314,T8-P8-0_ord_02314,T8-P8-0,02314,8,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_03124,T8-P8-0_ord_03124,T8-P8-0,03124,12,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_03214,T8-P8-0_ord_03214,T8-P8-0,03214,14,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_03241,T8-P8-0_ord_03241,T8-P8-0,03241,15,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_03421,T8-P8-0_ord_03421,T8-P8-0,03421,17,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_04123,T8-P8-0_ord_04123,T8-P8-0,04123,18,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_04132,T8-P8-0_ord_04132,T8-P8-0,04132,19,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_04312,T8-P8-0_ord_04312,T8-P8-0,04312,22,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_04321,T8-P8-0_ord_04321,T8-P8-0,04321,23,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_10234,T8-P8-0_ord_10234,T8-P8-0,10234,24,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_10243,T8-P8-0_ord_10243,T8-P8-0,10243,25,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_10423,T8-P8-0_ord_10423,T8-P8-0,10423,28,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12034,T8-P8-0_ord_12034,T8-P8-0,12034,30,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12043,T8-P8-0_ord_12043,T8-P8-0,12043,31,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12304,T8-P8-0_ord_12304,T8-P8-0,12304,32,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12340,T8-P8-0_ord_12340,T8-P8-0,12340,33,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12403,T8-P8-0_ord_12403,T8-P8-0,12403,34,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_12430,T8-P8-0_ord_12430,T8-P8-0,12430,35,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_13204,T8-P8-0_ord_13204,T8-P8-0,13204,38,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_14023,T8-P8-0_ord_14023,T8-P8-0,14023,42,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_14032,T8-P8-0_ord_14032,T8-P8-0,14032,43,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_14203,T8-P8-0_ord_14203,T8-P8-0,14203,44,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_14230,T8-P8-0_ord_14230,T8-P8-0,14230,45,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_20134,T8-P8-0_ord_20134,T8-P8-0,20134,48,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_21034,T8-P8-0_ord_21034,T8-P8-0,21034,54,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_21304,T8-P8-0_ord_21304,T8-P8-0,21304,56,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_21340,T8-P8-0_ord_21340,T8-P8-0,21340,57,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_21430,T8-P8-0_ord_21430,T8-P8-0,21430,59,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_23104,T8-P8-0_ord_23104,T8-P8-0,23104,62,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_23140,T8-P8-0_ord_23140,T8-P8-0,23140,63,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_23410,T8-P8-0_ord_23410,T8-P8-0,23410,65,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_24130,T8-P8-0_ord_24130,T8-P8-0,24130,69,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_24310,T8-P8-0_ord_24310,T8-P8-0,24310,71,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32014,T8-P8-0_ord_32014,T8-P8-0,32014,84,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32041,T8-P8-0_ord_32041,T8-P8-0,32041,85,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32104,T8-P8-0_ord_32104,T8-P8-0,32104,86,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32140,T8-P8-0_ord_32140,T8-P8-0,32140,87,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32401,T8-P8-0_ord_32401,T8-P8-0,32401,88,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_32410,T8-P8-0_ord_32410,T8-P8-0,32410,89,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_34021,T8-P8-0_ord_34021,T8-P8-0,34021,91,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_34201,T8-P8-0_ord_34201,T8-P8-0,34201,94,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_34210,T8-P8-0_ord_34210,T8-P8-0,34210,95,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_40123,T8-P8-0_ord_40123,T8-P8-0,40123,96,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_40132,T8-P8-0_ord_40132,T8-P8-0,40132,97,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_40312,T8-P8-0_ord_40312,T8-P8-0,40312,100,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_40321,T8-P8-0_ord_40321,T8-P8-0,40321,101,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41023,T8-P8-0_ord_41023,T8-P8-0,41023,102,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41032,T8-P8-0_ord_41032,T8-P8-0,41032,103,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41203,T8-P8-0_ord_41203,T8-P8-0,41203,104,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41230,T8-P8-0_ord_41230,T8-P8-0,41230,105,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41302,T8-P8-0_ord_41302,T8-P8-0,41302,106,T8-P8-0,graph_interictal_chb01_10
T8-P8-0_ord_41320,T8-P8-0_ord_41320,T8-P8-0,41320,107,T8-P8-0,graph_interictal_chb01_10
